=== Using options:--aggressive-branch-removal
subject.exe: warning: Win32 X86-64 main procedure finder not implemented yet.
MSVC RTTI scan found 151 complete object locators
000000014006F93B: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014006F507: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014006F2AC: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014006F2DE: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006EC58: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006F0FD: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006F147: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006EF67: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EF67: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EED6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EED6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EE60: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
000000014006ECB8: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
000000014006EBFA: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014006EAD0: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EAD0: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006EAED: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014006EB41: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006EB41: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006E93A: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006E968: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006E854: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006E854: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006E49C: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006E49C: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014006E3AB: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014006E3CD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006E3CD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006BB70: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006BB70: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006BB8D: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014006BBC4: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014006BBD1: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014006A217: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006A248: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006AAC4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006AAC4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006AAE1: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014006AB1A: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014006AB27: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014006A58D: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006A5BE: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpW.
000000014006983C: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006983C: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140068A1F: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
0000000140068E5B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068E5B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068C62: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140068C62: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140068C6E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068C6E: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068B79: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140068A46: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
0000000140068A75: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068A75: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140068646: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
00000001400685DD: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
0000000140067680: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
000000014006768D: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
000000014006754B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014006754B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140067568: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014006759E: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400675D6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400675D6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400675F3: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014006762C: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014006764F: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014006765E: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140065BA4: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
0000000140065A69: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065A69: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065A88: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065A88: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400658C9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400658C9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400658E8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400658E8: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065759: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065759: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065778: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140065778: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400651DA: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140064F4C: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140064B35: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140064B35: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140064A8B: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140064AC0: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
00000001400647BA: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
00000001400647CA: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140064837: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripPathW.
00000001400634E5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400634E5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140063502: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014006353D: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140063569: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014006309D: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006243F: warning: Unable to resolve imported reference IPHLPAPI.DLL!GetAdaptersAddresses.
0000000140062462: warning: Unable to resolve imported reference IPHLPAPI.DLL!GetAdaptersAddresses.
0000000140062539: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140062539: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140062556: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140062592: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400625A0: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140062F2F: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006370F: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006278C: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140062797: warning: Unable to resolve imported reference SHLWAPI.dll!PathFindExtensionW.
000000014006322C: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006335F: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
00000001400639EF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400639EF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140063A0C: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140063A45: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140063A52: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140063853: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140063853: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140062399: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
0000000140062279: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
0000000140061F52: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
000000014006114A: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
00000001400615FF: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
0000000140061D86: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripPathW.
0000000140060E29: warning: Unable to resolve imported reference USER32.dll!GetWindowLongPtrW.
0000000140061016: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsSameRootW.
0000000140053622: warning: Unable to resolve imported reference KERNEL32.dll!RtlUnwindEx.
0000000140060D60: warning: Unable to resolve imported reference KERNEL32.dll!RtlUnwindEx.
0000000140055986: warning: Call target address 0000000000000000 is invalid.
0000000140047BE2: warning: Unable to determine the upper bound of an indirect call or jump; there may be more than 2 entries.
000000014003C15A: warning: Unable to determine the upper bound of an indirect call or jump; there may be more than 2 entries.
000000014003B88E: warning: Unable to determine the upper bound of an indirect call or jump; there may be more than 2 entries.
000000014002B27D: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014002B27D: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014002B2FE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014002B2FE: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014002B30F: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014002B323: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014002AEF1: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014002AF82: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripToRootW.
000000014002ADBD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
000000014002ADBD: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140024287: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsSameRootW.
0000000140023B63: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140023A9B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140023A9B: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400239F6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400239F6: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
0000000140023839: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripPathW.
0000000140020864: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140020B0A: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140020B4F: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
0000000140020B68: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
00000001400235FF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400235FF: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140023616: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140023616: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140023585: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140023407: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
0000000140022302: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderPathW.
0000000140023346: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014002336C: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
00000001400231CA: warning: Unable to resolve imported reference SHLWAPI.dll!PathAppendW.
0000000140021067: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveBackslashW.
0000000140021083: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
0000000140020CBD: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
0000000140020D68: warning: Unable to resolve imported reference SHLWAPI.dll!PathStripPathW.
0000000140022CBA: warning: Unable to resolve imported reference SHLWAPI.dll!PathRemoveFileSpecW.
000000014002220F: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140021528: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderPathW.
000000014002120F: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014002129D: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
00000001400212D9: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400213A6: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014002140E: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
00000001400212F8: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpIW.
000000014002092C: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
0000000140020971: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
000000014002099A: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
0000000140020719: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140020719: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140020757: warning: Unable to resolve imported reference SHELL32.dll!SHBindToParent.
000000014001FEF2: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014001FF1E: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
000000014001FF92: warning: Unable to resolve imported reference SHELL32.dll!SHGetFolderLocation.
00000001400200B7: warning: Unable to resolve imported reference SHLWAPI.dll!StrRetToBufW.
00000001400200C5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400200C5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_25.
00000001400200E4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400200E4: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400200FA: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
00000001400200FA: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140020475: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140020475: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
0000000140020261: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
0000000140020286: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
000000014002029F: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
000000014001FD1A: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FD2C: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FD43: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FD55: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FD6E: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FD80: warning: Unable to resolve imported reference SHLWAPI.dll!PathIsRootW.
000000014001FDB5: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014001FDD2: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014001FDF3: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014001FE10: warning: Unable to resolve imported reference SHELL32.dll!SHGetPathFromIDListW.
000000014001FE64: warning: Unable to resolve imported reference SHLWAPI.dll!StrCmpLogicalW.
000000014001F9D5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001F9D5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001F8F9: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014001F771: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001F771: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001F82C: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014001F654: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
000000014001F654: warning: Unable to resolve imported reference COMCTL32.dll!Ordinal_413.
000000014001EC10: warning: Unable to resolve imported reference USER32.dll!GetWindowLongPtrW.
000000014001EC80: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014001EB2D: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteBrush.
000000014001EB3B: warning: Unable to resolve imported reference gdiplus.dll!GdipFree.
000000014001EA8E: warning: Unable to resolve imported reference gdiplus.dll!GdipSetPathGradientSurroundColorsWithCount.
000000014001E9EC: warning: Unable to resolve imported reference gdiplus.dll!GdipGetPathGradientPointCount.
000000014001DA3B: warning: Unable to resolve imported reference gdiplus.dll!GdipCreatePath.
000000014001DA9F: warning: Unable to resolve imported reference gdiplus.dll!GdipCreateFromHDC.
000000014001DAD0: warning: Unable to resolve imported reference gdiplus.dll!GdipAddPathRectangleI.
000000014001DAF8: warning: Unable to resolve imported reference gdiplus.dll!GdipCreatePathGradientFromPath.
000000014001DB0F: warning: Unable to resolve imported reference gdiplus.dll!GdipSetPathGradientCenterPointI.
000000014001DB24: warning: Unable to resolve imported reference gdiplus.dll!GdipSetPathGradientCenterColor.
000000014001DB5F: warning: Unable to resolve imported reference gdiplus.dll!GdipFillRectangleI.
000000014001DB7F: warning: Unable to resolve imported reference gdiplus.dll!GdipCreatePen1.
000000014001DBA1: warning: Unable to resolve imported reference gdiplus.dll!GdipDrawLineI.
000000014001DBAB: warning: Unable to resolve imported reference gdiplus.dll!GdipDeletePen.
000000014001DBB5: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteBrush.
000000014001DBBF: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteGraphics.
000000014001DBCA: warning: Unable to resolve imported reference gdiplus.dll!GdipDeletePath.
000000014001DFD9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001DFD9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001DFE5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_17.
000000014001DFE5: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_17.
000000014001DFF0: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_16.
000000014001DFF0: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_16.
000000014001DFF9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001DFF9: warning: Unable to resolve imported reference SHELL32.dll!Ordinal_18.
000000014001E009: warning: Unable to resolve imported reference SHELL32.dll!SHGetDesktopFolder.
000000014001D14A: warning: Unable to resolve imported reference USER32.dll!GetWindowLongPtrW.
000000014001D196: warning: Unable to resolve imported reference USER32.dll!SetWindowLongPtrW.
000000014001D0E9: warning: Unable to resolve imported reference gdiplus.dll!GdiplusShutdown.
000000014001C5AB: warning: Unable to resolve imported reference gdiplus.dll!GdipCloneBrush.
000000014001C5BD: warning: Unable to resolve imported reference gdiplus.dll!GdipAlloc.
000000014001C5EC: warning: Unable to resolve imported reference gdiplus.dll!GdipDeleteBrush.
0000000140017C5B: warning: Unable to resolve imported reference gdiplus.dll!GdipCloneImage.
0000000140017C6D: warning: Unable to resolve imported reference gdiplus.dll!GdipAlloc.
0000000140017B9D: warning: Unable to resolve imported reference gdiplus.dll!GdipDisposeImage.
0000000140017BAB: warning: Unable to resolve imported reference gdiplus.dll!GdipFree.
/home/hawk/kza/decompiler-subjects.clean/from_explorerplusplus.com/version_1.3.4/x64_pe_from_website/subject.exe: error: An internal error occurred while analyzing /home/hawk/kza/decompiler-subjects.clean/from_explorerplusplus.com/version_1.3.4/x64_pe_from_website/subject.exe.
    Invalid bit size. (Parameter 'dt')
       at Reko.Core.Expressions.Constant.Slice(DataType dt, Int32 offset) in /home/runner/work/reko/reko/src/Core/Expressions/Constant.cs:line 435
   at Reko.Evaluation.SliceConstant_Rule.Match(Slice slice) in /home/runner/work/reko/reko/src/Decompiler/Evaluation/SliceConstant_Rule.cs:line 46
   at Reko.Evaluation.ExpressionSimplifier.VisitSlice(Slice slice) in /home/runner/work/reko/reko/src/Decompiler/Evaluation/ExpressionSimplifier.Slice.cs:line 65
   at Reko.Analysis.TrashedRegisterFinder.VisitAssignment(Assignment ass) in /home/runner/work/reko/reko/src/Decompiler/Analysis/TrashedRegisterFinder.cs:line 335
   at Reko.Analysis.TrashedRegisterFinder.ProcessBlock(Block block) in /home/runner/work/reko/reko/src/Decompiler/Analysis/TrashedRegisterFinder.cs:line 262
   at Reko.Analysis.TrashedRegisterFinder.Compute() in /home/runner/work/reko/reko/src/Decompiler/Analysis/TrashedRegisterFinder.cs:line 99
   at Reko.Analysis.SccWorker.Transform() in /home/runner/work/reko/reko/src/Decompiler/Analysis/SccWorker.cs:line 91
   at Reko.Analysis.DataFlowAnalysis.RewriteProceduresToSsa() in /home/runner/work/reko/reko/src/Decompiler/Analysis/DataFlowAnalysis.cs:line 178
   at Reko.Analysis.DataFlowAnalysis.UntangleProcedures() in /home/runner/work/reko/reko/src/Decompiler/Analysis/DataFlowAnalysis.cs:line 128
   at Reko.Decompiler.AnalyzeDataFlow() in /home/runner/work/reko/reko/src/Decompiler/Decompiler.cs:line 111
fn0000000140001000_exit: warning: Phi functions will be ignored by type analysis. This may be caused by a failure in a previous stage of the decompilation.
00000001400195C9: error: An error occurred while processing the statement SCZO = cond(rdx - rax).
    Specified argument was out of the range of valid values. (Parameter 'bitSize')
       at Reko.Core.Types.PrimitiveType.CreateWord(Int32 bitSize) in /home/runner/work/reko/reko/src/Core/Types/PrimitiveType.cs:line 141
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitConditionOf(ConditionOf cof) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 333
   at Reko.Typing.TypeCollector.VisitAssignment(Assignment ass) in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 194
   at Reko.Typing.TypeCollector.CollectTypes() in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 74
0000000140019F01: error: An error occurred while processing the statement SCZO = cond(rdx - rax).
    Specified argument was out of the range of valid values. (Parameter 'bitSize')
       at Reko.Core.Types.PrimitiveType.CreateWord(Int32 bitSize) in /home/runner/work/reko/reko/src/Core/Types/PrimitiveType.cs:line 141
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitConditionOf(ConditionOf cof) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 333
   at Reko.Typing.TypeCollector.VisitAssignment(Assignment ass) in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 194
   at Reko.Typing.TypeCollector.CollectTypes() in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 74
000000014001AF00: error: An error occurred while processing the statement SCZO = cond(rdx - rax).
    Specified argument was out of the range of valid values. (Parameter 'bitSize')
       at Reko.Core.Types.PrimitiveType.CreateWord(Int32 bitSize) in /home/runner/work/reko/reko/src/Core/Types/PrimitiveType.cs:line 141
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitConditionOf(ConditionOf cof) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 333
   at Reko.Typing.TypeCollector.VisitAssignment(Assignment ass) in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 194
   at Reko.Typing.TypeCollector.CollectTypes() in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 74
000000014004D466: error: An error occurred while processing the statement SZP_45 = cond(Mem40[rdx + 0<64>:byte] & 8<8>).
    Specified argument was out of the range of valid values. (Parameter 'bitSize')
       at Reko.Core.Types.PrimitiveType.CreateWord(Int32 bitSize) in /home/runner/work/reko/reko/src/Core/Types/PrimitiveType.cs:line 141
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitConditionOf(ConditionOf cof) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 333
   at Reko.Typing.TypeCollector.VisitAssignment(Assignment ass) in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 194
   at Reko.Typing.TypeCollector.CollectTypes() in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 74
000000014004D46E: error: An error occurred while processing the statement branch (Mem40[rdx + 0<64>:byte] & 8<8>) == 0<8> l000000014004D475.
    Specified argument was out of the range of valid values. (Parameter 'bitSize')
       at Reko.Core.Types.PrimitiveType.CreateWord(Int32 bitSize) in /home/runner/work/reko/reko/src/Core/Types/PrimitiveType.cs:line 141
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Core.Expressions.ExpressionTypeAscenderBase.VisitBinaryExpression(BinaryExpression binExp) in /home/runner/work/reko/reko/src/Core/Expressions/ExpressionTypeAscenderBase.cs:line 186
   at Reko.Typing.TypeCollector.VisitBranch(Branch branch) in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 201
   at Reko.Typing.TypeCollector.CollectTypes() in /home/runner/work/reko/reko/src/Decompiler/Typing/TypeCollector.cs:line 74
